Fatura No;TARIH;STOK ADI;SATIS ADEDI;FIYAT;Kasiyer
F98740;17.01.2025;Sahlep;58;105.48;Ayşe
F14525;04.01.2025;Sahlep;42;98.1;Zeynep
F66549;26.01.2025;Sahlep;24;141.83;Mehmet
F38373;03.01.2025;Sahlep;24;77.05;Mehmet
F37448;08.01.2025;Sahlep;55;124.56;Zeynep
F93356;05.01.2025;Sahlep;78;55.14;Ayşe
F80620;23.01.2025;Sahlep;41;138.75;Zeynep
F86059;21.01.2025;Sahlep;36;100.01;Zeynep
F75131;03.01.2025;Sahlep;47;77.59;Mehmet
F65542;21.01.2025;Sahlep;51;155.09;Ayşe
F71023;20.01.2025;Sahlep;45;124.19;Zeynep
F48373;13.01.2025;Sahlep;1;161.88;Ayşe
F17602;01.01.2025;Sahlep;48;126.29;Ayşe
F99873;22.01.2025;Sahlep;16;87.16;Mehmet
F88990;06.01.2025;Sahlep;35;52.44;Ayşe
F21327;25.01.2025;Sahlep;68;172.92;Mehmet
F94000;01.01.2025;Sahlep;12;146.72;Zeynep
F53493;27.01.2025;Limonata 1L;34;129.38;Ayşe
F50419;09.01.2025;Limonata 1L;22;135.69;Mehmet
F13971;24.01.2025;Limonata 1L;36;125.96;Mehmet
F50241;03.01.2025;Limonata 1L;16;88.76;Zeynep
F13576;01.01.2025;Limonata 1L;26;146.31;Zeynep
F52412;03.01.2025;Limonata 1L;49;48.96;Zeynep
F34884;28.01.2025;Limonata 1L;29;172.98;Zeynep
F15372;15.01.2025;Limonata 1L;26;149.96;Zeynep
F25210;26.01.2025;Limonata 1L;61;85.49;Mehmet
F67561;27.01.2025;Limonata 1L;49;180.39;Mehmet
F12293;18.01.2025;Limonata 1L;50;95.96;Mehmet
F94407;25.01.2025;Limonata 1L;32;186.89;Ayşe
F68441;05.01.2025;Limonata 1L;43;109.05;Mehmet
F52095;19.01.2025;Limonata 1L;54;158.33;Mehmet
F67621;20.01.2025;Limonata 1L;36;148.07;Mehmet
F48893;10.01.2025;Limonata 1L;39;178.91;Ayşe
F97383;11.01.2025;Limonata 1L;26;109.06;Zeynep
F32496;26.01.2025;Limonata 1L;42;114.87;Ayşe
F39554;24.01.2025;Limonata 1L;45;187.46;Mehmet
F95786;02.01.2025;Limonata 1L;10;155.46;Zeynep
F79416;04.01.2025;Limonata 1L;26;113.28;Mehmet
F24397;04.01.2025;Limonata 1L;23;135.83;Ayşe
F59280;19.01.2025;Limonata 1L;20;161.87;Mehmet
F13366;15.01.2025;Ihlamur;1;108.48;Ayşe
F46872;26.01.2025;Ihlamur;1;104.98;Zeynep
F89645;28.01.2025;Ihlamur;1;177.75;Mehmet
F22530;13.01.2025;Ihlamur;1;146.57;Ayşe
F94822;17.01.2025;Ihlamur;1;176.73;Ayşe
F24715;13.01.2025;Ihlamur;1;155.32;Mehmet
F22196;07.01.2025;Ihlamur;1;137.84;Ayşe
F64802;15.01.2025;Ihlamur;1;95.12;Ayşe
F29590;08.01.2025;Ihlamur;1;167.46;Ayşe
F50589;16.01.2025;Ihlamur;1;86.91;Ayşe
F52090;03.01.2025;Ihlamur;1;129.04;Zeynep
F58800;17.01.2025;Ihlamur;1;56.17;Mehmet
F23154;11.01.2025;Ihlamur;1;126.86;Mehmet
F18488;20.01.2025;Ihlamur;1;105.66;Ayşe
F11959;21.01.2025;Ihlamur;1;186.74;Mehmet
F60870;14.01.2025;Ihlamur;1;141.96;Ayşe
F73257;14.01.2025;Ihlamur;1;91.23;Mehmet
F98706;24.01.2025;Ihlamur;1;129.53;Mehmet
F30632;21.01.2025;Ihlamur;1;124.63;Mehmet
F14701;01.01.2025;Ihlamur;1;77.48;Ayşe
F12173;22.01.2025;Ihlamur;1;105.11;Zeynep
F71455;20.01.2025;Ihlamur;1;71.62;Zeynep
F44468;25.01.2025;Ihlamur;1;64.18;Mehmet
F92517;25.01.2025;Cheesecake Dilim;20;148.85;Zeynep
F18969;13.01.2025;Cheesecake Dilim;26;56.91;Mehmet
F15959;01.01.2025;Cheesecake Dilim;29;181.83;Ayşe
F38091;21.01.2025;Cheesecake Dilim;22;124.34;Mehmet
F71443;05.01.2025;Cheesecake Dilim;38;177.47;Ayşe
F12779;14.01.2025;Cheesecake Dilim;24;135.34;Zeynep
F68550;14.01.2025;Cheesecake Dilim;47;149.1;Zeynep
F80298;21.01.2025;Cheesecake Dilim;47;141.55;Zeynep
F20289;07.01.2025;Cheesecake Dilim;36;168.18;Zeynep
F35385;13.01.2025;Cheesecake Dilim;35;93.94;Mehmet
F44881;14.01.2025;Cheesecake Dilim;34;91.31;Ayşe
F97554;24.01.2025;Cheesecake Dilim;26;109.68;Mehmet
F91050;14.01.2025;Cheesecake Dilim;56;99.5;Zeynep
F67721;16.01.2025;Cheesecake Dilim;4;75.28;Ayşe
F49392;04.01.2025;Cheesecake Dilim;46;127.14;Zeynep
F75905;18.01.2025;Cheesecake Dilim;46;80.57;Ayşe
F71043;08.01.2025;Cheesecake Dilim;29;62.7;Ayşe
F48186;20.01.2025;Cheesecake Dilim;10;94.69;Mehmet
F88035;06.01.2025;Cheesecake Dilim;61;117.37;Mehmet
F59705;22.01.2025;Cheesecake Dilim;23;52.64;Mehmet
F62779;03.01.2025;San Sebastian;54;171.36;Mehmet
F43602;04.01.2025;San Sebastian;36;54.52;Ayşe
F95874;18.01.2025;San Sebastian;32;135.29;Ayşe
F11166;14.01.2025;San Sebastian;35;99.58;Zeynep
F90139;25.01.2025;San Sebastian;28;157.23;Ayşe
F28951;16.01.2025;San Sebastian;33;146.05;Ayşe
F26235;03.01.2025;San Sebastian;12;89.19;Zeynep
F90895;16.01.2025;San Sebastian;61;147.27;Ayşe
F68038;02.01.2025;San Sebastian;70;109.18;Ayşe
F82088;16.01.2025;San Sebastian;52;175.02;Zeynep
F23945;12.01.2025;San Sebastian;41;136.4;Ayşe
F65161;10.01.2025;San Sebastian;62;156.04;Zeynep
F56473;27.01.2025;San Sebastian;41;77.07;Zeynep
F47442;04.01.2025;San Sebastian;18;107.66;Zeynep
F39574;13.01.2025;San Sebastian;35;62.19;Mehmet
F64816;02.01.2025;Brownie;11;176.2;Zeynep
F93608;08.01.2025;Brownie;10;174.16;Ayşe
F66676;16.01.2025;Brownie;10;133.07;Mehmet
F15906;18.01.2025;Brownie;15;60.48;Zeynep
F96745;21.01.2025;Brownie;12;60.11;Mehmet
F44354;09.01.2025;Brownie;4;106.76;Mehmet
F26468;16.01.2025;Brownie;10;102.26;Ayşe
F64000;18.01.2025;Brownie;12;140.36;Zeynep
F78376;20.01.2025;Brownie;12;74.45;Mehmet
F28163;10.01.2025;Brownie;6;96.82;Mehmet
F20351;26.01.2025;Brownie;5;141.84;Zeynep
F60443;11.01.2025;Brownie;10;55.59;Mehmet
F92691;10.01.2025;Brownie;6;153.07;Mehmet
F90640;24.01.2025;Brownie;20;48.02;Ayşe
F87153;19.01.2025;Brownie;11;129.82;Ayşe
F41854;11.01.2025;Brownie;19;65.0;Mehmet
F86995;14.01.2025;Brownie;14;137.03;Zeynep
F29616;10.01.2025;Brownie;11;175.67;Mehmet
F25011;14.01.2025;Brownie;16;107.22;Mehmet
F82726;27.01.2025;Brownie;17;138.67;Ayşe
F42946;11.01.2025;Brownie;13;145.35;Mehmet
F26963;17.01.2025;Brownie;8;58.23;Zeynep
F82656;11.02.2025;Türk Kahvesi 100g;57;159.94;Ayşe
F26234;06.02.2025;Türk Kahvesi 100g;45;171.83;Zeynep
F17000;10.02.2025;Türk Kahvesi 100g;29;159.86;Ayşe
F86713;10.02.2025;Türk Kahvesi 100g;48;89.56;Mehmet
F51624;03.02.2025;Türk Kahvesi 100g;63;112.09;Ayşe
F20868;16.02.2025;Türk Kahvesi 100g;13;102.78;Ayşe
F87187;02.02.2025;Türk Kahvesi 100g;24;131.79;Zeynep
F70886;23.02.2025;Türk Kahvesi 100g;23;133.19;Zeynep
F78382;08.02.2025;Türk Kahvesi 100g;21;107.81;Ayşe
F74721;01.02.2025;Türk Kahvesi 100g;17;136.07;Ayşe
F31118;08.02.2025;Türk Kahvesi 100g;58;110.46;Ayşe
F12727;15.02.2025;Türk Kahvesi 100g;45;110.64;Zeynep
F97303;28.02.2025;Türk Kahvesi 100g;21;59.2;Ayşe
F63087;07.02.2025;Türk Kahvesi 100g;14;158.73;Mehmet
F10994;22.02.2025;Türk Kahvesi 100g;47;89.34;Zeynep
F29803;23.02.2025;Türk Kahvesi 100g;24;157.91;Mehmet
F47959;10.02.2025;Türk Kahvesi 100g;40;175.54;Ayşe
F61515;23.02.2025;Türk Kahvesi 100g;47;112.86;Zeynep
F19829;18.02.2025;Türk Kahvesi 100g;27;183.95;Mehmet
F68167;01.02.2025;Türk Kahvesi 100g;45;172.88;Zeynep
F24482;13.02.2025;Türk Kahvesi 100g;64;136.03;Mehmet
F24753;20.02.2025;Türk Kahvesi 100g;45;47.54;Zeynep
F39897;16.02.2025;Filtre Kahve 250g;13;148.14;Mehmet
F32931;02.02.2025;Filtre Kahve 250g;19;110.24;Ayşe
F62690;11.02.2025;Filtre Kahve 250g;19;54.62;Zeynep
F66756;10.02.2025;Filtre Kahve 250g;14;90.52;Zeynep
F24126;04.02.2025;Filtre Kahve 250g;2;151.5;Mehmet
F74436;15.02.2025;Filtre Kahve 250g;4;49.15;Mehmet
F16007;13.02.2025;Filtre Kahve 250g;14;55.77;Mehmet
F32748;13.02.2025;Filtre Kahve 250g;18;175.38;Zeynep
F72261;04.02.2025;Filtre Kahve 250g;8;165.5;Zeynep
F83580;25.02.2025;Filtre Kahve 250g;13;113.41;Mehmet
F63678;17.02.2025;Filtre Kahve 250g;13;172.36;Zeynep
F21219;07.02.2025;Filtre Kahve 250g;13;45.21;Ayşe
F19554;24.02.2025;Filtre Kahve 250g;7;53.02;Ayşe
F16520;19.02.2025;Filtre Kahve 250g;19;170.84;Zeynep
F19240;07.02.2025;Filtre Kahve 250g;6;142.32;Mehmet
F30388;25.02.2025;Sıcak Çikolata;54;130.71;Ayşe
F71404;19.02.2025;Sıcak Çikolata;40;144.13;Mehmet
F71700;28.02.2025;Sıcak Çikolata;45;69.72;Ayşe
F82327;05.02.2025;Sıcak Çikolata;83;133.73;Ayşe
F34733;23.02.2025;Sıcak Çikolata;48;86.28;Mehmet
F17632;09.02.2025;Sıcak Çikolata;29;88.97;Mehmet
F29840;12.02.2025;Sıcak Çikolata;35;133.99;Mehmet
F16570;08.02.2025;Sıcak Çikolata;50;63.08;Mehmet
F63472;26.02.2025;Sıcak Çikolata;33;93.58;Zeynep
F90679;23.02.2025;Sıcak Çikolata;33;51.31;Zeynep
F55096;19.02.2025;Sıcak Çikolata;33;60.06;Zeynep
F85160;01.02.2025;Sıcak Çikolata;52;154.63;Ayşe
F83733;18.02.2025;Sıcak Çikolata;35;103.83;Ayşe
F54278;20.02.2025;Sıcak Çikolata;74;63.73;Mehmet
F83999;18.02.2025;Sıcak Çikolata;52;64.43;Mehmet
F95597;21.02.2025;Sıcak Çikolata;31;79.86;Ayşe
F14500;11.02.2025;Sıcak Çikolata;30;133.34;Mehmet
F32027;16.02.2025;Sıcak Çikolata;52;134.71;Mehmet
F71965;10.02.2025;Sıcak Çikolata;22;152.97;Zeynep
F64290;22.02.2025;Sıcak Çikolata;78;146.09;Mehmet
F29403;16.02.2025;Sıcak Çikolata;48;52.42;Mehmet
F33204;15.02.2025;Sıcak Çikolata;40;90.8;Mehmet
F85847;05.02.2025;Yeşil Çay;14;110.33;Zeynep
F69971;03.02.2025;Yeşil Çay;10;51.83;Ayşe
F99454;22.02.2025;Yeşil Çay;11;105.59;Ayşe
F85799;12.02.2025;Yeşil Çay;5;54.06;Ayşe
F44790;08.02.2025;Yeşil Çay;27;166.82;Zeynep
F48609;10.02.2025;Yeşil Çay;26;165.94;Ayşe
F39177;19.02.2025;Yeşil Çay;15;178.15;Ayşe
F52894;19.02.2025;Yeşil Çay;19;170.06;Ayşe
F11071;04.02.2025;Yeşil Çay;12;111.76;Ayşe
F65243;26.02.2025;Yeşil Çay;14;156.18;Zeynep
F38722;17.02.2025;Yeşil Çay;22;97.42;Ayşe
F45177;14.02.2025;Yeşil Çay;12;71.7;Ayşe
F40135;26.02.2025;Yeşil Çay;16;184.34;Zeynep
F35578;02.02.2025;Yeşil Çay;15;134.13;Mehmet
F11877;11.02.2025;Yeşil Çay;17;55.31;Mehmet
F92563;05.02.2025;Yeşil Çay;22;131.07;Zeynep
F43885;28.02.2025;Yeşil Çay;12;74.91;Ayşe
F79725;10.02.2025;Yeşil Çay;28;187.37;Mehmet
F82944;04.02.2025;Yeşil Çay;22;74.45;Mehmet
F89933;15.02.2025;Yeşil Çay;17;60.81;Zeynep
F95385;04.02.2025;Yeşil Çay;10;146.64;Zeynep
F83271;11.02.2025;Yeşil Çay;14;95.02;Zeynep
F59541;04.02.2025;Yeşil Çay;15;173.12;Zeynep
F86053;09.02.2025;Sahlep;48;107.36;Mehmet
F32675;05.02.2025;Sahlep;70;49.8;Zeynep
F97271;01.02.2025;Sahlep;1;88.58;Mehmet
F85055;25.02.2025;Sahlep;33;172.28;Ayşe
F76434;15.02.2025;Sahlep;78;124.57;Zeynep
F41207;15.02.2025;Sahlep;68;135.47;Ayşe
F29517;02.02.2025;Sahlep;22;57.32;Mehmet
F13499;26.02.2025;Sahlep;61;171.17;Mehmet
F81799;10.02.2025;Sahlep;37;80.03;Ayşe
F26167;21.02.2025;Sahlep;41;105.86;Ayşe
F88175;07.02.2025;Sahlep;48;188.79;Mehmet
F63629;21.02.2025;Sahlep;33;89.74;Mehmet
F43988;15.02.2025;Sahlep;23;157.88;Zeynep
F51067;26.02.2025;Sahlep;49;92.47;Ayşe
F29782;07.02.2025;Sahlep;17;78.74;Ayşe
F98992;19.02.2025;Limonata 1L;59;163.91;Mehmet
F63074;28.02.2025;Limonata 1L;52;99.71;Zeynep
F85580;24.02.2025;Limonata 1L;1;50.48;Ayşe
F50917;04.02.2025;Limonata 1L;37;86.31;Mehmet
F95980;27.02.2025;Limonata 1L;28;103.61;Mehmet
F46893;04.02.2025;Limonata 1L;46;186.81;Mehmet
F43181;20.02.2025;Limonata 1L;6;148.07;Mehmet
F77009;28.02.2025;Limonata 1L;30;121.75;Mehmet
F69530;25.02.2025;Limonata 1L;32;168.97;Zeynep
F56289;26.02.2025;Limonata 1L;19;183.89;Mehmet
F25901;20.02.2025;Limonata 1L;19;165.84;Ayşe
F76076;20.02.2025;Limonata 1L;27;124.52;Mehmet
F54168;18.02.2025;Limonata 1L;38;158.74;Zeynep
F88127;07.02.2025;Limonata 1L;12;134.44;Mehmet
F78276;21.02.2025;Limonata 1L;54;150.13;Ayşe
F55542;08.02.2025;Limonata 1L;54;112.74;Zeynep
F87512;16.02.2025;Limonata 1L;34;124.5;Ayşe
F19069;28.02.2025;Ihlamur;1;137.49;Mehmet
F86618;22.02.2025;Ihlamur;1;121.24;Zeynep
F38589;23.02.2025;Ihlamur;1;179.71;Zeynep
F76863;10.02.2025;Ihlamur;1;154.03;Ayşe
F14010;18.02.2025;Ihlamur;1;114.7;Mehmet
F50249;13.02.2025;Ihlamur;1;59.15;Mehmet
F84031;27.02.2025;Ihlamur;1;48.96;Zeynep
F78666;09.02.2025;Ihlamur;1;99.84;Mehmet
F56133;26.02.2025;Ihlamur;1;155.68;Zeynep
F71966;21.02.2025;Ihlamur;1;47.06;Ayşe
F42694;06.02.2025;Ihlamur;1;50.32;Zeynep
F62996;01.02.2025;Ihlamur;1;91.01;Ayşe
F38443;28.02.2025;Ihlamur;1;104.5;Zeynep
F84442;21.02.2025;Ihlamur;1;170.16;Ayşe
F83903;01.02.2025;Ihlamur;1;110.65;Zeynep
F97195;27.02.2025;Ihlamur;1;142.58;Ayşe
F36149;14.02.2025;Ihlamur;1;50.99;Ayşe
F98176;16.02.2025;Ihlamur;1;183.92;Mehmet
F98434;18.02.2025;Ihlamur;1;54.94;Mehmet
F44615;11.02.2025;Ihlamur;1;139.86;Zeynep
F34062;23.02.2025;Ihlamur;1;162.34;Mehmet
F65706;14.02.2025;Ihlamur;1;161.18;Mehmet
F45243;24.02.2025;Ihlamur;1;151.52;Ayşe
F47247;13.02.2025;Ihlamur;1;169.94;Zeynep
F25800;09.02.2025;Ihlamur;1;91.16;Mehmet
F12111;09.02.2025;Cheesecake Dilim;18;83.44;Zeynep
F84908;12.02.2025;Cheesecake Dilim;8;55.2;Ayşe
F35386;05.02.2025;Cheesecake Dilim;10;73.19;Ayşe
F92248;10.02.2025;Cheesecake Dilim;25;64.27;Ayşe
F51117;20.02.2025;Cheesecake Dilim;10;165.56;Ayşe
F35722;25.02.2025;Cheesecake Dilim;19;66.07;Zeynep
F22290;26.02.2025;Cheesecake Dilim;21;97.5;Zeynep
F84902;02.02.2025;Cheesecake Dilim;18;110.52;Mehmet
F99196;27.02.2025;Cheesecake Dilim;28;138.02;Zeynep
F41801;05.02.2025;Cheesecake Dilim;25;110.15;Zeynep
F72702;09.02.2025;Cheesecake Dilim;14;99.61;Ayşe
F49009;17.02.2025;Cheesecake Dilim;31;177.47;Mehmet
F43565;20.02.2025;Cheesecake Dilim;24;94.34;Zeynep
F60327;28.02.2025;San Sebastian;36;153.76;Zeynep
F99494;15.02.2025;San Sebastian;41;48.96;Mehmet
F11413;25.02.2025;San Sebastian;43;46.05;Mehmet
F24920;04.02.2025;San Sebastian;22;177.1;Mehmet
F96566;25.02.2025;San Sebastian;65;78.62;Ayşe
F71124;04.02.2025;San Sebastian;63;143.38;Zeynep
F57091;12.02.2025;San Sebastian;45;64.9;Zeynep
F90835;21.02.2025;San Sebastian;57;45.5;Ayşe
F46711;17.02.2025;San Sebastian;53;160.28;Mehmet
F32778;19.02.2025;San Sebastian;21;168.75;Mehmet
F56521;11.02.2025;San Sebastian;31;152.26;Mehmet
F41426;08.02.2025;San Sebastian;59;182.14;Ayşe
F57621;11.02.2025;San Sebastian;38;189.7;Mehmet
F44971;15.02.2025;San Sebastian;41;70.66;Mehmet
F50428;22.02.2025;San Sebastian;54;72.53;Zeynep
F55245;24.02.2025;San Sebastian;15;167.5;Zeynep
F59496;13.02.2025;San Sebastian;21;124.85;Mehmet
F31460;13.02.2025;San Sebastian;19;142.16;Zeynep
F17634;20.02.2025;Brownie;14;45.21;Zeynep
F25299;24.02.2025;Brownie;5;78.74;Ayşe
F91245;10.02.2025;Brownie;4;81.35;Zeynep
F13775;23.02.2025;Brownie;6;64.58;Mehmet
F82429;02.02.2025;Brownie;9;181.79;Ayşe
F78186;11.02.2025;Brownie;5;98.28;Zeynep
F55506;23.02.2025;Brownie;10;153.42;Ayşe
F93987;10.02.2025;Brownie;1;182.98;Zeynep
F94158;23.02.2025;Brownie;7;141.72;Zeynep
F84227;22.02.2025;Brownie;11;82.94;Mehmet
F86673;10.02.2025;Brownie;8;61.3;Ayşe
F91208;17.02.2025;Brownie;1;50.47;Zeynep
F10667;27.02.2025;Brownie;6;47.31;Zeynep
F72491;04.02.2025;Brownie;9;115.16;Ayşe
F32051;02.02.2025;Brownie;11;177.82;Ayşe
F57309;02.02.2025;Brownie;11;94.29;Ayşe
F69104;09.02.2025;Brownie;12;63.47;Mehmet
F59355;03.02.2025;Brownie;12;162.33;Zeynep
F39515;24.03.2025;Türk Kahvesi 100g;37;48.21;Mehmet
F49257;23.03.2025;Türk Kahvesi 100g;39;96.42;Ayşe
F47355;18.03.2025;Türk Kahvesi 100g;26;157.15;Zeynep
F51786;10.03.2025;Türk Kahvesi 100g;42;71.55;Ayşe
F68689;12.03.2025;Türk Kahvesi 100g;38;144.91;Zeynep
F90160;10.03.2025;Türk Kahvesi 100g;52;123.75;Zeynep
F94043;02.03.2025;Türk Kahvesi 100g;1;65.99;Ayşe
F13787;03.03.2025;Türk Kahvesi 100g;42;138.84;Ayşe
F21995;15.03.2025;Türk Kahvesi 100g;59;159.3;Mehmet
F69225;08.03.2025;Türk Kahvesi 100g;42;162.45;Zeynep
F64932;15.03.2025;Türk Kahvesi 100g;30;49.43;Zeynep
F63155;11.03.2025;Türk Kahvesi 100g;16;124.23;Ayşe
F22666;03.03.2025;Türk Kahvesi 100g;44;150.87;Mehmet
F65880;12.03.2025;Türk Kahvesi 100g;53;110.85;Zeynep
F32911;10.03.2025;Türk Kahvesi 100g;25;140.43;Zeynep
F94380;11.03.2025;Türk Kahvesi 100g;39;113.22;Zeynep
F71510;14.03.2025;Türk Kahvesi 100g;25;100.22;Zeynep
F82076;04.03.2025;Türk Kahvesi 100g;34;66.73;Ayşe
F28927;25.03.2025;Türk Kahvesi 100g;32;87.16;Ayşe
F80826;22.03.2025;Türk Kahvesi 100g;37;54.58;Ayşe
F64845;07.03.2025;Filtre Kahve 250g;17;92.28;Ayşe
F45696;10.03.2025;Filtre Kahve 250g;9;77.31;Zeynep
F59730;12.03.2025;Filtre Kahve 250g;10;167.23;Zeynep
F64334;07.03.2025;Filtre Kahve 250g;5;135.83;Ayşe
F52182;01.03.2025;Filtre Kahve 250g;6;91.41;Zeynep
F42989;15.03.2025;Filtre Kahve 250g;7;164.16;Zeynep
F56858;19.03.2025;Filtre Kahve 250g;7;178.55;Zeynep
F74160;20.03.2025;Filtre Kahve 250g;6;169.85;Zeynep
F15109;23.03.2025;Filtre Kahve 250g;11;154.41;Ayşe
F15368;15.03.2025;Filtre Kahve 250g;9;157.53;Zeynep
F20488;14.03.2025;Filtre Kahve 250g;13;129.72;Mehmet
F42918;02.03.2025;Filtre Kahve 250g;9;140.63;Mehmet
F53051;26.03.2025;Filtre Kahve 250g;5;176.99;Mehmet
F85803;04.03.2025;Sıcak Çikolata;8;171.09;Ayşe
F30491;04.03.2025;Sıcak Çikolata;30;174.79;Zeynep
F38586;10.03.2025;Sıcak Çikolata;20;88.62;Mehmet
F70500;06.03.2025;Sıcak Çikolata;49;124.97;Ayşe
F20381;01.03.2025;Sıcak Çikolata;44;78.52;Mehmet
F13766;18.03.2025;Sıcak Çikolata;61;142.31;Mehmet
F56233;22.03.2025;Sıcak Çikolata;21;156.22;Mehmet
F58389;05.03.2025;Sıcak Çikolata;31;186.99;Mehmet
F17489;23.03.2025;Sıcak Çikolata;41;183.89;Mehmet
F40594;05.03.2025;Sıcak Çikolata;32;53.81;Mehmet
F79978;22.03.2025;Sıcak Çikolata;28;181.18;Zeynep
F66484;24.03.2025;Sıcak Çikolata;51;92.69;Mehmet
F25314;16.03.2025;Sıcak Çikolata;17;75.2;Zeynep
F86461;07.03.2025;Sıcak Çikolata;52;73.59;Ayşe
F25190;17.03.2025;Sıcak Çikolata;24;124.31;Ayşe
F14862;13.03.2025;Yeşil Çay;7;165.57;Mehmet
F84643;10.03.2025;Yeşil Çay;7;161.7;Zeynep
F21722;12.03.2025;Yeşil Çay;14;150.6;Ayşe
F56039;17.03.2025;Yeşil Çay;15;50.5;Zeynep
F24035;02.03.2025;Yeşil Çay;13;84.14;Mehmet
F80124;25.03.2025;Yeşil Çay;10;58.59;Zeynep
F72307;09.03.2025;Yeşil Çay;16;170.86;Zeynep
F33118;14.03.2025;Yeşil Çay;22;114.13;Zeynep
F61297;07.03.2025;Yeşil Çay;8;139.78;Zeynep
F30558;08.03.2025;Yeşil Çay;16;143.82;Mehmet
F92530;17.03.2025;Yeşil Çay;18;128.82;Mehmet
F80392;26.03.2025;Yeşil Çay;7;179.49;Zeynep
F94686;18.03.2025;Yeşil Çay;16;116.54;Zeynep
F93791;25.03.2025;Yeşil Çay;8;74.51;Ayşe
F36217;05.03.2025;Yeşil Çay;6;133.61;Ayşe
F16054;08.03.2025;Yeşil Çay;16;97.87;Mehmet
F15053;05.03.2025;Yeşil Çay;5;114.2;Zeynep
F76634;03.03.2025;Yeşil Çay;19;186.44;Zeynep
F17819;18.03.2025;Yeşil Çay;13;160.72;Ayşe
F63936;27.03.2025;Sahlep;36;155.95;Ayşe
F53064;21.03.2025;Sahlep;42;143.21;Zeynep
F45735;28.03.2025;Sahlep;27;62.49;Ayşe
F78533;17.03.2025;Sahlep;28;93.69;Mehmet
F78577;01.03.2025;Sahlep;46;61.1;Zeynep
F14177;17.03.2025;Sahlep;42;181.2;Ayşe
F21573;05.03.2025;Sahlep;31;105.84;Ayşe
F53004;14.03.2025;Sahlep;45;162.27;Zeynep
F84737;26.03.2025;Sahlep;43;49.4;Mehmet
F70805;22.03.2025;Sahlep;17;144.15;Zeynep
F90752;02.03.2025;Sahlep;15;69.3;Zeynep
F83709;17.03.2025;Sahlep;37;92.17;Ayşe
F66507;01.03.2025;Sahlep;24;160.65;Zeynep
F54997;15.03.2025;Sahlep;34;121.27;Mehmet
F39558;09.03.2025;Sahlep;38;158.86;Ayşe
F80667;24.03.2025;Sahlep;40;77.15;Ayşe
F30406;21.03.2025;Sahlep;44;157.93;Mehmet
F81429;22.03.2025;Sahlep;16;143.27;Zeynep
F74917;15.03.2025;Sahlep;12;75.18;Ayşe
F69030;14.03.2025;Limonata 1L;28;102.29;Zeynep
F94693;14.03.2025;Limonata 1L;30;189.04;Ayşe
F24223;11.03.2025;Limonata 1L;22;46.99;Ayşe
F79617;16.03.2025;Limonata 1L;18;109.29;Ayşe
F96259;24.03.2025;Limonata 1L;35;108.36;Mehmet
F91423;04.03.2025;Limonata 1L;25;126.92;Zeynep
F52259;25.03.2025;Limonata 1L;27;144.59;Zeynep
F86603;15.03.2025;Limonata 1L;23;103.01;Zeynep
F14024;14.03.2025;Limonata 1L;52;184.76;Mehmet
F27029;27.03.2025;Limonata 1L;6;92.64;Ayşe
F31349;03.03.2025;Limonata 1L;19;105.3;Mehmet
F74404;05.03.2025;Limonata 1L;25;153.93;Mehmet
F73185;19.03.2025;Limonata 1L;37;74.47;Ayşe
F69045;20.03.2025;Limonata 1L;30;74.49;Zeynep
F66399;25.03.2025;Limonata 1L;38;173.68;Zeynep
F68582;19.03.2025;Limonata 1L;33;152.11;Ayşe
F46401;17.03.2025;Limonata 1L;36;108.5;Zeynep
F91893;18.03.2025;Limonata 1L;36;86.99;Zeynep
F58046;23.03.2025;Limonata 1L;37;94.7;Ayşe
F84021;10.03.2025;Limonata 1L;38;186.99;Ayşe
F74487;01.03.2025;Limonata 1L;13;68.97;Zeynep
F11942;28.03.2025;Limonata 1L;28;94.97;Mehmet
F73853;09.03.2025;Limonata 1L;35;141.72;Zeynep
F24294;21.03.2025;Limonata 1L;3;108.49;Zeynep
F92668;19.03.2025;Ihlamur;1;75.6;Ayşe
F42579;09.03.2025;Ihlamur;1;105.25;Mehmet
F97582;24.03.2025;Ihlamur;1;82.14;Ayşe
F66172;10.03.2025;Ihlamur;1;53.87;Zeynep
F48392;20.03.2025;Ihlamur;1;130.13;Ayşe
F42978;04.03.2025;Ihlamur;1;159.74;Zeynep
F71456;22.03.2025;Ihlamur;1;158.89;Zeynep
F79149;14.03.2025;Ihlamur;1;134.6;Ayşe
F89729;24.03.2025;Ihlamur;1;136.26;Ayşe
F35406;03.03.2025;Ihlamur;1;53.01;Zeynep
F94949;27.03.2025;Ihlamur;1;53.29;Zeynep
F13723;18.03.2025;Ihlamur;1;104.56;Mehmet
F27681;27.03.2025;Cheesecake Dilim;35;132.66;Ayşe
F98755;11.03.2025;Cheesecake Dilim;15;88.32;Zeynep
F92959;16.03.2025;Cheesecake Dilim;33;150.57;Mehmet
F90320;11.03.2025;Cheesecake Dilim;19;98.14;Mehmet
F14829;01.03.2025;Cheesecake Dilim;12;113.54;Zeynep
F31512;16.03.2025;Cheesecake Dilim;22;133.76;Mehmet
F40235;26.03.2025;Cheesecake Dilim;7;46.99;Zeynep
F84872;22.03.2025;Cheesecake Dilim;19;98.85;Mehmet
F57897;01.03.2025;Cheesecake Dilim;31;166.62;Zeynep
F99978;28.03.2025;Cheesecake Dilim;19;138.33;Zeynep
